File Name,Type,Title Tibetan,Title English,Author,Date,Time,Size (MB),Location,Access,Originals,Master,Notes,Technical Notes
rgyud.bla.ma-brussels-1979-rfu-t-28c,Course,theg pa chen po rgyud bla ma'i bstan bcos,Buddha nature - Gyu Lama,byams pa (Maitreya to Asanga),"day?, month?, 1979",,3014,"Samye Dzong, Brussels, Belgium",Public Access,28 x 90-minute cassette tapes,KTGR Audio RAID 1,Commentary Title: theg pa chen po rgyud bla ma'i bstan bcos snying po'i don mngon sum lam gyi bshad srol dang sbyar ba'i rnam par 'grel pa phyir mi ldog pa seng ge'i nga ro ,Commentary Author: 'jam mgon kong sprul blo gros mtha' yas
rgyud.bla.ma-brussels-1979-rfu-t-28c-1,,,,,,1:34:28,108,,,,,commentary: 27b.5-32a.5,
rgyud.bla.ma-brussels-1979-rfu-t-28c-2,,,,,,1:34:32,108,,,,,commentary: p.32a.5-36a.1,
rgyud.bla.ma-brussels-1979-rfu-t-28c-3,,,,,,1:36:53,111,,,,,commentary: p.36a.1-37b.2,
rgyud.bla.ma-brussels-1979-rfu-t-28c-4,,,,,,1:34:33,108,,,,,commentary: p.37b.2-40b.6,
rgyud.bla.ma-brussels-1979-rfu-t-28c-5,,,,,,1:34:17,108,,,,,commentary: p.40b.6-43a.5,
rgyud.bla.ma-brussels-1979-rfu-t-28c-6,,,,,,1:33:56,107,,,,,commentary: p.43a.5-47b.1,
rgyud.bla.ma-brussels-1979-rfu-t-28c-7,,,,,,1:33:58,108,,,,,commentary: p.47b.1-51a.1,
rgyud.bla.ma-brussels-1979-rfu-t-28c-8,,,,,,1:33:51,107,,,,,commentary: p.51a.2-56b.6,
rgyud.bla.ma-brussels-1979-rfu-t-28c-9,,,,,,1:33:36,107,,,,,commentary: p.56b.6-63a.6,
rgyud.bla.ma-brussels-1979-rfu-t-28c-10,,,,,,1:34:03,108,,,,,commentary: p.63a.6-77a.1,
rgyud.bla.ma-brussels-1979-rfu-t-28c-11,,,,,,1:33:37,107,,,,,commentary: p.77a.1-88a.1,
rgyud.bla.ma-brussels-1979-rfu-t-28c-12,,,,,,1:33:45,107,,,,,commentary: p.88a.1-89b.5,
rgyud.bla.ma-brussels-1979-rfu-t-28c-13,,,,,,1:33:47,107,,,,,commentary: p.89b.5-92b.1,
rgyud.bla.ma-brussels-1979-rfu-t-28c-14,,,,,,1:33:56,108,,,,,commentary: p.92b.1-96a.4,
rgyud.bla.ma-brussels-1979-rfu-t-28c-15,,,,,,1:33:59,108,,,,,commentary: p.96a.4-99a.6
rgyud.bla.ma-brussels-1979-rfu-t-28c-16,,,,,,1:34:13,108,,,,,commentary: p.99a.6-102b.5
rgyud.bla.ma-brussels-1979-rfu-t-28c-17,,,,,,1:33:58,108,,,,,commentary: p.102b.5-106a.6
rgyud.bla.ma-brussels-1979-rfu-t-28c-18,,,,,,1:33:50,107,,,,,commentary: p.106a.6-111b.1
rgyud.bla.ma-brussels-1979-rfu-t-28c-19,,,,,,1:33:45,107,,,,,commentary: p.111b.1-115b.2
rgyud.bla.ma-brussels-1979-rfu-t-28c-20,,,,,,1:33:45,107,,,,,commentary: p.115b.2-122a.2
rgyud.bla.ma-brussels-1979-rfu-t-28c-21,,,,,,1:33:50,107,,,,,commentary: p.122a.2-136a.5
rgyud.bla.ma-brussels-1979-rfu-t-28c-22,,,,,,1:34:04,108,,,,,commentary: p.136a.5-139a.1 (p.136b.2-137b.1 missing)
rgyud.bla.ma-brussels-1979-rfu-t-28c-23,,,,,,1:34:13,108,,,,,commentary: p.139a.1-144b.2
rgyud.bla.ma-brussels-1979-rfu-t-28c-24,,,,,,1:33:50,107,,,,,commentary: p.144b.2-153b.2
rgyud.bla.ma-brussels-1979-rfu-t-28c-25,,,,,,1:34:00,108,,,,,commentary: p.153b.2-164b.5
rgyud.bla.ma-brussels-1979-rfu-t-28c-26,,,,,,1:33:57,108,,,,,commentary: p.164b.5-172a.1
rgyud.bla.ma-brussels-1979-rfu-t-28c-27,,,,,,1:33:33,107,,,,,commentary: p.172a.1-176b.5
rgyud.bla.ma-brussels-1979-rfu-t-28c-28,,,,,,1:33:46,107,,,,,commentary: p.176b.5-180b.4
gen.teaching.rgyud.bla.ma-brussels-1979-rfu-tef-4c,Course,General Teachings on theg pa chen po rgyud bla ma'i bstan bcos,General Teachings on Buddha nature - Gyu Lama,byams pa (Maitreya to Asanga),day? month? 1979,,419,"Samye Dzong, Brussels, Belgium",Public Access,4 x 90-minute cassette tapes,KTGR Audio RAID 1,
gen.teaching.rgyud.bla.ma-brussels-1979-rfu-tef-4c-1,,,,,,1:30:38,104,,,,,
gen.teaching.rgyud.bla.ma-brussels-1979-rfu-tef-4c-2,,,,,,1:29:59,103,,,,,
